"ParkName","Region","State","Year","RecreationVisits"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1998","27859"
"North Cascades NP","Pacific West","WA","2001","27739"
"North Cascades NP","Pacific West","WA","1997","27203"
"Isle Royale NP","Midwest","MI","1989","27133"
"North Cascades NP","Pacific West","WA","2009","26972"
"North Cascades NP","Pacific West","WA","2012","26935"
"Isle Royale NP","Midwest","MI","1988","26593"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1986","26557"
"Isle Royale NP","Midwest","MI","2019","26410"
"Congaree NP","Southeast","SC","1988","26257"
"Isle Royale NP","Midwest","MI","1986","26122"
"Isle Royale NP","Midwest","MI","2021","25844"
"Isle Royale NP","Midwest","MI","2018","25798"
"North Cascades NP","Pacific West","WA","2000","25704"
"Isle Royale NP","Midwest","MI","2022","25454"
"Congaree NP","Southeast","SC","1989","25445"
"Biscayne NP","Southeast","FL","1994","25147"
"Katmai NP & PRES","Alaska","AK","1985","25142"
"Isle Royale NP","Midwest","MI","2016","24966"
"Isle Royale NP","Midwest","MI","1994","24843"
"Katmai NP & PRES","Alaska","AK","2021","24764"
"North Cascades NP","Pacific West","WA","2010","24659"
"Kenai Fjords NP","Alaska","AK","1983","24048"
"Dry Tortugas NP","Southeast","FL","1993","24020"
"Isle Royale NP","Midwest","MI","1998","23932"
"North Cascades NP","Pacific West","WA","2014","23865"
"Isle Royale NP","Midwest","MI","1990","23495"
"Isle Royale NP","Midwest","MI","1999","23493"
"Isle Royale NP","Midwest","MI","1995","23470"
"Isle Royale NP","Midwest","MI","1996","23445"
"Congaree NP","Southeast","SC","1990","23223"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1985","23171"
"North Cascades NP","Pacific West","WA","1991","22796"
"Lake Clark NP & PRES","Alaska","AK","2017","22755"
"Isle Royale NP","Midwest","MI","1992","22728"
"National Park of American Samoa","Pacific West","AS","2024","22567"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1984","22183"
"Isle Royale NP","Midwest","MI","1991","22004"
"Isle Royale NP","Midwest","MI","1993","21983"
"North Cascades NP","Pacific West","WA","2013","21623"
"Dry Tortugas NP","Southeast","FL","1992","21581"
"North Cascades NP","Pacific West","WA","1999","21488"
"Isle Royale NP","Midwest","MI","1997","21381"
"North Cascades NP","Pacific West","WA","1993","21378"
"Lake Clark NP & PRES","Alaska","AK","2016","21102"
"Isle Royale NP","Midwest","MI","2000","21096"
"North Cascades NP","Pacific West","WA","2003","20724"
"North Cascades NP","Pacific West","WA","2002","20691"
"North Cascades NP","Pacific West","WA","2015","20677"
"Congaree NP","Southeast","SC","1987","20312"
"North Cascades NP","Pacific West","WA","1992","20295"
"Katmai NP & PRES","Alaska","AK","1984","20074"
"Biscayne NP","Southeast","FL","1993","19950"
"North Cascades NP","Pacific West","WA","2007","19534"
"Isle Royale NP","Midwest","MI","2002","19463"
"Dry Tortugas NP","Southeast","FL","1989","19441"
"Isle Royale NP","Midwest","MI","2001","19431"
"Dry Tortugas NP","Southeast","FL","1990","19402"
"North Cascades NP","Pacific West","WA","1994","19323"
"North Cascades NP","Pacific West","WA","2011","19208"
"North Cascades NP","Pacific West","WA","2006","19167"
"Lake Clark NP & PRES","Alaska","AK","1988","18863"
"Katmai NP & PRES","Alaska","AK","1997","18802"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1983","18760"
"North Cascades NP","Pacific West","WA","2008","18725"
"North Cascades NP","Pacific West","WA","2005","18686"
"Isle Royale NP","Midwest","MI","2015","18684"
"Lake Clark NP & PRES","Alaska","AK","2024","18505"
"Lake Clark NP & PRES","Alaska","AK","2021","18278"
"Dry Tortugas NP","Southeast","FL","1991","18231"
"Lake Clark NP & PRES","Alaska","AK","2022","18187"
"National Park of American Samoa","Pacific West","AS","2013","17919"
"North Cascades NP","Pacific West","WA","2021","17855"
"Lake Clark NP & PRES","Alaska","AK","2015","17818"
"Isle Royale NP","Midwest","MI","2003","17800"
"Kobuk Valley NP","Alaska","AK","2023","17616"
"Isle Royale NP","Midwest","MI","2005","17398"
"Isle Royale NP","Midwest","MI","2004","17276"
"Kobuk Valley NP","Alaska","AK","2024","17233"
"Lake Clark NP & PRES","Alaska","AK","2019","17157"
"Isle Royale NP","Midwest","MI","2006","17070"
"Dry Tortugas NP","Southeast","FL","1988","16937"
"Kobuk Valley NP","Alaska","AK","2022","16925"
"North Cascades NP","Pacific West","WA","2004","16912"
"Kobuk Valley NP","Alaska","AK","2013","16875"
"Isle Royale NP","Midwest","MI","1985","16775"
"Dry Tortugas NP","Southeast","FL","1994","16736"
"Lake Clark NP & PRES","Alaska","AK","2023","16728"
"Isle Royale NP","Midwest","MI","2012","16663"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2020","16655"
"Congaree NP","Southeast","SC","1986","16508"
"North Cascades NP","Pacific West","WA","2024","16485"
"Lake Clark NP & PRES","Alaska","AK","1987","16418"
"Dry Tortugas NP","Southeast","FL","1987","16315"
"Isle Royale NP","Midwest","MI","2013","16274"
"Kenai Fjords NP","Alaska","AK","1982","16118"
"Lake Clark NP & PRES","Alaska","AK","2014","16100"
"Isle Royale NP","Midwest","MI","2007","15973"
"Isle Royale NP","Midwest","MI","2011","15892"
"Isle Royale NP","Midwest","MI","2010","15793"
"Kobuk Valley NP","Alaska","AK","2019","15766"
"Kobuk Valley NP","Alaska","AK","2016","15500"
"Kobuk Valley NP","Alaska","AK","2017","15500"
"Dry Tortugas NP","Southeast","FL","1986","15379"
"Isle Royale NP","Midwest","MI","1980","14977"
"Kobuk Valley NP","Alaska","AK","2018","14937"
"Lake Clark NP & PRES","Alaska","AK","1989","14879"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1982","14871"
"Isle Royale NP","Midwest","MI","1979","14782"
"Isle Royale NP","Midwest","MI","2009","14653"
"Isle Royale NP","Midwest","MI","2014","14560"
"Isle Royale NP","Midwest","MI","1981","14558"
"Lake Clark NP & PRES","Alaska","AK","2018","14479"
"Katmai NP & PRES","Alaska","AK","1982","14377"
"Isle Royale NP","Midwest","MI","2008","14038"
"National Park of American Samoa","Pacific West","AS","2014","13953"
"National Park of American Samoa","Pacific West","AS","2015","13892"
"Lake Clark NP & PRES","Alaska","AK","1986","13611"
"Isle Royale NP","Midwest","MI","1982","13238"
"Dry Tortugas NP","Southeast","FL","1985","13213"
"Katmai NP & PRES","Alaska","AK","1981","13115"
"Lake Clark NP & PRES","Alaska","AK","2013","13000"
"Isle Royale NP","Midwest","MI","1983","12928"
"Lake Clark NP & PRES","Alaska","AK","1996","12727"
"Lake Clark NP & PRES","Alaska","AK","1985","12701"
"Lake Clark NP & PRES","Alaska","AK","1995","12698"
"Gates of the Arctic NP & PRES","Alaska","AK","2014","12669"
"Lake Clark NP & PRES","Alaska","AK","1984","12505"
"Congaree NP","Southeast","SC","1985","12332"
"Lake Clark NP & PRES","Alaska","AK","1983","12332"
"Lake Clark NP & PRES","Alaska","AK","1993","12153"
"Lake Clark NP & PRES","Alaska","AK","1994","12143"
"National Park of American Samoa","Pacific West","AS","2023","12135"
"Gates of the Arctic NP & PRES","Alaska","AK","2024","11907"
"Dry Tortugas NP","Southeast","FL","1984","11900"
"Katmai NP & PRES","Alaska","AK","1980","11824"
"Isle Royale NP","Midwest","MI","1984","11814"
"Lake Clark NP & PRES","Alaska","AK","2012","11639"
"Gates of the Arctic NP & PRES","Alaska","AK","2011","11623"
"Kobuk Valley NP","Alaska","AK","2021","11540"
"Kobuk Valley NP","Alaska","AK","2011","11485"
"Gates of the Arctic NP & PRES","Alaska","AK","2008","11397"
"Lake Clark NP & PRES","Alaska","AK","1998","11335"
"Gates of the Arctic NP & PRES","Alaska","AK","2000","11278"
"Kobuk Valley NP","Alaska","AK","2020","11185"
"Katmai NP & PRES","Alaska","AK","1983","11182"
"Gates of the Arctic NP & PRES","Alaska","AK","2017","11177"
"Gates of the Arctic NP & PRES","Alaska","AK","2023","11045"
"Gates of the Arctic NP & PRES","Alaska","AK","2013","11012"
"Dry Tortugas NP","Southeast","FL","1983","11004"
"Gates of the Arctic NP & PRES","Alaska","AK","2007","10942"
"Gates of the Arctic NP & PRES","Alaska","AK","2012","10899"
"Gates of the Arctic NP & PRES","Alaska","AK","2010","10840"
"Gates of the Arctic NP & PRES","Alaska","AK","2015","10745"
"Dry Tortugas NP","Southeast","FL","1982","10700"
"Katmai NP & PRES","Alaska","AK","1979","10659"
"Gates of the Arctic NP & PRES","Alaska","AK","2019","10518"
"Lake Clark NP & PRES","Alaska","AK","1982","10440"
"National Park of American Samoa","Pacific West","AS","2012","10440"
"Gates of the Arctic NP & PRES","Alaska","AK","2004","10282"
"Lake Clark NP & PRES","Alaska","AK","1990","10196"
"Dry Tortugas NP","Southeast","FL","1981","10150"
"Gates of the Arctic NP & PRES","Alaska","AK","2016","10047"
"Gates of the Arctic NP & PRES","Alaska","AK","2006","9982"
"Gates of the Arctic NP & PRES","Alaska","AK","2009","9975"
"Lake Clark NP & PRES","Alaska","AK","2010","9931"
"Lake Clark NP & PRES","Alaska","AK","2009","9711"
"Gates of the Arctic NP & PRES","Alaska","AK","2018","9591"
"Gates of the Arctic NP & PRES","Alaska","AK","2005","9459"
"Gates of the Arctic NP & PRES","Alaska","AK","2022","9457"
"Lake Clark NP & PRES","Alaska","AK","1992","9233"
"Lake Clark NP & PRES","Alaska","AK","1997","9173"
"Dry Tortugas NP","Southeast","FL","1979","9076"
"National Park of American Samoa","Pacific West","AS","2011","8716"
"Dry Tortugas NP","Southeast","FL","1980","8644"
"National Park of American Samoa","Pacific West","AS","2021","8495"
"Gates of the Arctic NP & PRES","Alaska","AK","1998","8266"
"Gates of the Arctic NP & PRES","Alaska","AK","1999","8166"
"Katmai NP & PRES","Alaska","AK","2008","7970"
"Gates of the Arctic NP & PRES","Alaska","AK","2021","7362"
"Gates of the Arctic NP & PRES","Alaska","AK","1995","7074"
"Gates of the Arctic NP & PRES","Alaska","AK","1997","6949"
"Lake Clark NP & PRES","Alaska","AK","2008","6802"
"National Park of American Samoa","Pacific West","AS","2007","6774"
"Gates of the Arctic NP & PRES","Alaska","AK","2002","6648"
"Isle Royale NP","Midwest","MI","2020","6493"
"Lake Clark NP & PRES","Alaska","AK","2000","6493"
"Gates of the Arctic NP & PRES","Alaska","AK","1996","6448"
"Kobuk Valley NP","Alaska","AK","1999","6309"
"Lake Clark NP & PRES","Alaska","AK","1999","6190"
"Glacier Bay NP & PRES","Alaska","AK","2020","5748"
"Kobuk Valley NP","Alaska","AK","1998","5550"
"Lake Clark NP & PRES","Alaska","AK","2007","5549"
"Lake Clark NP & PRES","Alaska","AK","2005","5408"
"Lake Clark NP & PRES","Alaska","AK","2006","5320"
"Lake Clark NP & PRES","Alaska","AK","2011","5158"
"Gates of the Arctic NP & PRES","Alaska","AK","2003","5075"
"Kobuk Valley NP","Alaska","AK","2005","5037"
"Lake Clark NP & PRES","Alaska","AK","2020","4948"
"Lake Clark NP & PRES","Alaska","AK","2004","4906"
"National Park of American Samoa","Pacific West","AS","2020","4819"
"Kobuk Valley NP","Alaska","AK","2004","4744"
"Gates of the Arctic NP & PRES","Alaska","AK","2001","4505"
"Lake Clark NP & PRES","Alaska","AK","2003","4505"
"Lake Clark NP & PRES","Alaska","AK","2001","4397"
"Lake Clark NP & PRES","Alaska","AK","2002","4325"
"Kobuk Valley NP","Alaska","AK","2001","4217"
"Lake Clark NP & PRES","Alaska","AK","1991","4133"
"Kobuk Valley NP","Alaska","AK","2002","4046"
"Kobuk Valley NP","Alaska","AK","2003","4006"
"Kobuk Valley NP","Alaska","AK","1982","3775"
"National Park of American Samoa","Pacific West","AS","2008","3683"
"National Park of American Samoa","Pacific West","AS","2009","3242"
"Kobuk Valley NP","Alaska","AK","2010","3164"
"National Park of American Samoa","Pacific West","AS","2010","3006"
"Kobuk Valley NP","Alaska","AK","2006","3005"
"Gates of the Arctic NP & PRES","Alaska","AK","2020","2872"
"Kobuk Valley NP","Alaska","AK","1992","2829"
"Kobuk Valley NP","Alaska","AK","1993","2816"
"Gates of the Arctic NP & PRES","Alaska","AK","1986","2801"
"Kobuk Valley NP","Alaska","AK","1991","2795"
"Kobuk Valley NP","Alaska","AK","1994","2781"
"Kobuk Valley NP","Alaska","AK","1995","2781"
"Kobuk Valley NP","Alaska","AK","1996","2781"
"Kobuk Valley NP","Alaska","AK","1997","2781"
"Kobuk Valley NP","Alaska","AK","2000","2646"
"Kobuk Valley NP","Alaska","AK","1990","2586"
"Gates of the Arctic NP & PRES","Alaska","AK","1984","2440"
"Kobuk Valley NP","Alaska","AK","1983","2365"
"Kobuk Valley NP","Alaska","AK","1988","2275"
"Gates of the Arctic NP & PRES","Alaska","AK","1993","2245"
"Gates of the Arctic NP & PRES","Alaska","AK","1983","2138"
"Gates of the Arctic NP & PRES","Alaska","AK","1992","2116"
"Kobuk Valley NP","Alaska","AK","1989","1970"
"National Park of American Samoa","Pacific West","AS","2002","1938"
"National Park of American Samoa","Pacific West","AS","2022","1887"
"Kobuk Valley NP","Alaska","AK","2009","1879"
"Gates of the Arctic NP & PRES","Alaska","AK","1994","1726"
"Kobuk Valley NP","Alaska","AK","2008","1565"
"Gates of the Arctic NP & PRES","Alaska","AK","1982","1381"
"Gates of the Arctic NP & PRES","Alaska","AK","1985","1381"
"Kobuk Valley NP","Alaska","AK","1985","1305"
"Gates of the Arctic NP & PRES","Alaska","AK","1988","1258"
"National Park of American Samoa","Pacific West","AS","2006","1239"
"Gates of the Arctic NP & PRES","Alaska","AK","1991","1154"
"Kobuk Valley NP","Alaska","AK","1986","1085"
"Kobuk Valley NP","Alaska","AK","1984","1075"
"Gates of the Arctic NP & PRES","Alaska","AK","1987","1060"
"Gates of the Arctic NP & PRES","Alaska","AK","1990","1010"
"Kobuk Valley NP","Alaska","AK","2007","847"
"Gates of the Arctic NP & PRES","Alaska","AK","1989","822"
"Kobuk Valley NP","Alaska","AK","1987","230"
"Katmai NP & PRES","Alaska","AK","1995","0"
"Kobuk Valley NP","Alaska","AK","2014","0"
"Kobuk Valley NP","Alaska","AK","2015","0"
"National Park of American Samoa","Pacific West","AS","2003","0"
